type	by	post_message	picture	link	link_domain	post_published	post_published_unix	likes	likes_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	post_user_166283443520449	Quando Marina Silva fez esse acordo ela estava visivelmente em estado alterado de consciência _ a prova disso foi quando ela recitou aquele poema ridículo.. só agora a ficha começa a cair e ela está percebendo que foi usada como boi de piranha para viabilizar a candidatura do PSDB.. Coloco no masculino para não ser tão indelicado com ela... 				2013-10-08T23:27:35+0000	1381274855	0	0	0	0	0	0	0	0	166283443520449_246939535454839	https://www.facebook.com/166283443520449/posts/246939535454839
photo	post_user_166283443520449	https://www.facebook.com/photo.php?fbid=753796674635439&set=a.394550303893413.113826.100000153417400&type=1&theater	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-ash3/t1/993428_753796674635439_876293291_s.jpg	https://www.facebook.com/photo.php?fbid=753796674635439&set=a.394550303893413.113826.100000153417400&type=1	facebook.com	2013-10-08T22:09:09+0000	1381270149	0	0	0	0	0	0	0	0	166283443520449_753797751301998	https://www.facebook.com/166283443520449/posts/753797751301998
link	post_user_166283443520449			http://cbn.globoradio.globo.com/comentaristas/arnaldo-jabor/2013/10/07/GESTO-DE-MARINA-SILVA-FOI-UMA-MUTACAO-NA-POLITICA-BRASILEIRA.htm	cbn.globoradio.globo.com	2013-10-08T16:17:48+0000	1381249068	3	3	1	1	0	0	0	4	166283443520449_532404290178532	https://www.facebook.com/166283443520449/posts/532404290178532
status	post_user_166283443520449	Deus continue te abençoando grandemente				2013-10-08T14:57:43+0000	1381244263	0	0	1	1	0	0	0	1	166283443520449_246798495468943	https://www.facebook.com/166283443520449/posts/246798495468943
status	post_user_166283443520449	HOJE MANIFESTAÇÃO CONTRA O PODER DA MÁFIA DAS  EMPRESAS DE  ÔNIBUS NO RIO DE JANEIRO EM FRENTE AO FÓRUM. DIVULGUE.   CONVOCAMOS A TODOS A COMPARECEREM NA MANIFESTAÇÃO PACÍFICA HOJE EM FRENTE AO FÓRUM_ ESTAREMOS AGUARDANDO O VOTO DE DESEMPATE (CONTRA O RÉU E A EMPRESA DE ÔNIBUS) DA DESEMBARGADORA  KÁTIA MARIA AMARAL JANGUTTA.PARTICIPE E DIVULGUE A MANIFESTAÇÃO..  TRANSITOMAISHUMANO.BLOGSPOT.COM 				2013-10-08T13:03:33+0000	1381237413	0	0	0	0	0	0	0	0	166283443520449_246772642138195	https://www.facebook.com/166283443520449/posts/246772642138195
link	post_user_166283443520449	http://tijolaco.com.br/index.php/marina-trocou-o-chavismo-pelo-caiadismo-ruralista-aplaude-alianca-campos-marina/	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCUGMV2r9KOWQtJ&w=154&h=154&url=http%3A%2F%2Ftijolaco.com.br%2Fblog%2Fwp-content%2Fuploads%2F2013%2F10%2Fmachado.png	http://tijolaco.com.br/index.php/marina-trocou-o-chavismo-pelo-caiadismo-ruralista-aplaude-alianca-campos-marina/	tijolaco.com.br	2013-10-08T12:14:35+0000	1381234475	0	0	0	0	0	0	0	0	166283443520449_753554067993033	https://www.facebook.com/166283443520449/posts/753554067993033
video	post_user_166283443520449	O golpe contra Marina Silva no TSE produziu efeito contrário: Rede Sustentabilidade se une ao PSB e mira o 2º turno da eleição presidencial ;)	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBGauTm_sK0RDu9&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2Fl3bsI2R2vHw%2Fmaxresdefault.jpg%3Ffeature%3Dog	https://www.youtube.com/watch?v=l3bsI2R2vHw	youtube.com	2013-10-08T00:42:53+0000	1381192973	4	4	1	1	0	0	0	5	166283443520449_532135916872036	https://www.facebook.com/166283443520449/posts/532135916872036
status	post_user_166283443520449	Quando penso que ainda tem alguém que possa oferecer alguma esperança na política brasileira_ A REDE SUSTENTABILIDADE / REDE ESGOTO mostra o que realmente é: mais um bando de políticos querendo uma vaguinha para meter a mão no dinheiro público. VERGONHA MARINA SILVA.				2013-10-07T22:43:55+0000	1381185835	1	1	0	0	0	0	0	1	166283443520449_246573988824727	https://www.facebook.com/166283443520449/posts/246573988824727
status	post_user_166283443520449	A REDE SUSTENTABILIDADE MOSTROU O QUE REALMENTE É: UMA REDE DE ESGOTO. 				2013-10-07T22:41:31+0000	1381185691	0	0	0	0	0	0	0	0	166283443520449_246573592158100	https://www.facebook.com/166283443520449/posts/246573592158100
status	post_user_166283443520449	MARINA SILVA_ mais uma decepção na política: aliar-se a esse engodo da política pernambucana e nacional que é Eduardo Campos é uma vergonha. Essa aliança só vem comprovar o que todos nós já sabemos: o político brasileiro não passa de um macaquinho_ pulando de galho em galho_ sem nenhum princípio ideológico. 				2013-10-07T22:34:10+0000	1381185250	2	2	0	0	0	0	0	2	166283443520449_246572682158191	https://www.facebook.com/166283443520449/posts/246572682158191
link	post_user_166283443520449	http://www.brasil247.com/pt/247/sc247/116999/Bornhausen-_Marina-no-PSB-fortalece-a-terceira-via_.htm	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBDW7Rz5IKBChWn&w=154&h=154&url=http%3A%2F%2Fwww.brasil247.com%2Fimages%2Fcms-image-000337734.jpg	http://www.brasil247.com/pt/247/sc247/116999/Bornhausen-'Marina-no-PSB-fortalece-a-terceira-via'.htm	brasil247.com	2013-10-07T19:30:49+0000	1381174249	0	0	0	0	0	0	0	0	166283443520449_753241404690966	https://www.facebook.com/166283443520449/posts/753241404690966
status	post_user_166283443520449	A <CARTA NA MANGA> DA <REDE> E O CHÔRO DO PT  O Brasil foi generoso com o PT_ lhe deu mais de uma década de glamour; em contrapartida não lhe devolveu nada_ apenas maquiagem na mídia_ fazia dar a entender que a criação do Lula era o elixir para todos os problemas do Brasil_ e para os brasileiros; o primeiro governo fez vistas grossas aos seus filiados. A bola de neve cresceu_ acompanhou a toada da Europa e dos americanos_ desprezou a industria de transformação_ todas_ da pequena à grande_ a fome de arrecadação se tornou insaciável_ impostos_ tributos e taxas eram os pratos do dia... Enquanto a isso a Ásia crescia_ especialmente a china_ e começou a devorar o resto do mundo (e ainda está). Tudo no ocidente passou a ser importado da china_ de palito de dentes a papel higiênico. Mas os governos continuaram se fingindo de cegos_ pois estava bom para eles_ pujança e gordura criada por anos a fio de economia; na Europa e EUA a gordura secou primeiro_ foi o desespero do mundo rico_ e ainda é. Para o PT ia ser apenas uma <marolinha> para o Brasil_ porque tinha uma grande reserva na balança de exportação_ o Brasil estava bem. A marolinha cresceu_ o povo que antes era tido como manso acordou e o PT entrou em pesadelo_ falou muito e pouco fez_ tirou mais do que deu. As industria antes exportadoras e saciadoras do mercado interno passaram a importar_ e a receita da balança fluiu. O FMI já começa a olhar o Brasil novamente_ com sede de dinheiro; a inflação está no laço_ por enquanto_ mas pode a se romper a qualquer momento. Urge a hora da presidenta fazer uma ginada_ ou então ela se colidirá com todo o seu time_ e do PT só vai restar as lágrimas. O Brasil está nas ruas_ um mosaico de jovens bradando por mudanças_ uma punhado de infiltrados tentando tirar proveitos próprios_ e aqueles pagos para desestabilizar as reivindicações fazendo parecer uma iminência revolucionária e assustam o sistema do Estado de Direito_ um perigo para a democracia_ porque isto me faz lembrar 1964....  A REDE AINDA É UMA ESPERANÇA_ EMBORA TÊNUE_ MAS É_ ISTO PORQUE NÓS NÃO DESISTIMOS NUNCA. 				2013-10-07T18:18:47+0000	1381169927	0	0	3	3	0	0	3	6	166283443520449_246525482162911	https://www.facebook.com/166283443520449/posts/246525482162911
link	post_user_166283443520449	A modernidade da Rede é um atraso.   http://www.pragmatismopolitico.com.br/2013/10/marina-representa-evangelicos-conservadores-historiador.html	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAtOZcUw4GUMo0O&w=154&h=154&url=http%3A%2F%2Fwww.pragmatismopolitico.com.br%2Fwp-content%2Fuploads%2F2013%2F10%2Fmarina-silva-evang%25C3%25A9lica1.jpg	http://www.pragmatismopolitico.com.br/2013/10/marina-representa-evangelicos-conservadores-historiador.html	pragmatismopolitico.com.br	2013-10-07T17:34:57+0000	1381167297	0	0	0	0	0	0	0	0	166283443520449_353247244810352	https://www.facebook.com/166283443520449/posts/353247244810352
link	post_user_166283443520449	http://www1.folha.uol.com.br/poder/2013/10/1352743-acordo-garantiu-candidatura-de-campos.shtml	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAXXmr2ZeQj0fzI&w=154&h=154&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Ffurniture%2F5.2%2Fimages%2Flgo-folha_facebook.jpg	http://www1.folha.uol.com.br/poder/2013/10/1352743-acordo-garantiu-candidatura-de-campos.shtml	.folha.uol.com.br	2013-10-07T17:30:50+0000	1381167050	0	0	0	0	0	0	0	0	166283443520449_753189488029491	https://www.facebook.com/166283443520449/posts/753189488029491
link	post_user_166283443520449	Que vergonha!!! Quem não gosta de debate democrático apaga os argumentos dos outros.   http://tijolaco.com.br/index.php/rede-e-psb-montam-coligacao-fantasma/	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDtUeF9GZGZshD6&w=154&h=154&url=http%3A%2F%2Ftijolaco.com.br%2Fblog%2Fwp-content%2Fuploads%2F2013%2F10%2Fcasper-movie1.jpg	http://tijolaco.com.br/index.php/rede-e-psb-montam-coligacao-fantasma/	tijolaco.com.br	2013-10-07T17:28:31+0000	1381166911	0	0	0	0	0	0	0	0	166283443520449_353245341477209	https://www.facebook.com/166283443520449/posts/353245341477209
video	post_user_166283443520449	http://www.youtube.com/watch?v=qta6O4XCyXU	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBUaUWKZl9cBtna&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2Fqta6O4XCyXU%2Fmaxresdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=qta6O4XCyXU	youtube.com	2013-10-07T17:27:19+0000	1381166839	0	0	0	0	0	0	0	0	166283443520449_347482722055140	https://www.facebook.com/166283443520449/posts/347482722055140
photo	post_user_166283443520449	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-ash4/t1/1379210_682735211756365_216151677_s.jpg	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1	facebook.com	2013-10-07T16:52:14+0000	1381164734	1	1	0	0	0	0	0	1	166283443520449_753169381364835	https://www.facebook.com/166283443520449/posts/753169381364835
link	post_user_166283443520449	Essa chapa vai salvar o Brasil!   Você militante apartidário_ nem de esquerda_ nem de direita. Vista sua capa do Batman e venha fazer a nova política.  http://www1.folha.uol.com.br/poder/2013/10/1352535-astronauta-vira-socialista-e-ja-faz-planos-para-o-ministerio.shtml	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAXXmr2ZeQj0fzI&w=154&h=154&url=http%3A%2F%2Ff.i.uol.com.br%2Ffolha%2Ffurniture%2F5.2%2Fimages%2Flgo-folha_facebook.jpg	http://www1.folha.uol.com.br/poder/2013/10/1352535-astronauta-vira-socialista-e-ja-faz-planos-para-o-ministerio.shtml	.folha.uol.com.br	2013-10-07T15:28:02+0000	1381159682	0	0	0	0	0	0	0	0	166283443520449_353204698147940	https://www.facebook.com/166283443520449/posts/353204698147940
video	post_user_166283443520449	Twitter @MarceLLourenco Para quem não viu o melhor momento político do Brasil hoje: Marina Silva une #Rede e PSB !!! E agora Dilma ??? #ForaPT	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAEigMf_kEMFFK2&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FeO6r5NUK-yU%2Fmaxresdefault.jpg%3Ffeature%3Dog	https://www.youtube.com/watch?v=eO6r5NUK-yU	youtube.com	2013-10-07T10:43:52+0000	1381142632	3	3	1	1	0	0	0	4	166283443520449_531837823568512	https://www.facebook.com/166283443520449/posts/531837823568512
status	post_user_166283443520449	ESTAREMOS PARTICIPANDO COM O OCUPA CÂMARA RIO A FAVOR DA CPI DOS ÔNIBUS. AMANHÃ ESTAREMOS PARTICIPANDO DA MANIFESTAÇÃO DE APOIO AOS PROFESSORES. VEJA NOSSA LUTA CONTRA AS EMPRESAS DE ONIBUS NO BLOG TRANSITOMAISHUMANO.BLOGSPOT.COM  JULGAMENTO DO RECURSO TERMINA EMPATADO_ O VOTO DE DESEMPATE SERÁ DADO NA PRÓXIMA TERÇA-FEIRA  I-                    ESTAMOS COMUNICANDO A TODOS QUE ACOMPANHAM NOSSA LUTA POR JUSTIÇA_ QUE O JULGAMENTO DO RECURSO  QUE FOI MARCADO PARA O DIA 17 DE SETEMBRO DE 2013 NA SEGUNDA CÂMARA CRIMINAL_ ONDE ESTIVEMOS PRESENTE_ FOI ADIADO PARA 01 DE OUTUBRO A PEDIDO DO RELATOR DES. JOSÉ MUINOS PINEIRO FILHO_ PARA QUE O MESMO TIRASSE ALGUMAS DÚVIDAS_ INCLUSIVE COM RELAÇÃO AO LOCAL DO ATROPELAMENTO ( TERMINAL DE EMBARQUE E DESEMBARQUE DE  PASSAGEIROS NO LARGO DA MISERICÓRDIA_ AO LADO DO TRIBUNAL DE JUSTIÇA DO RIO DE JANEIRO).  II-                   NO DIA 1 DE OUTUBRO_  DATA REMARCADA PARA O JULGAMENTO_ COMPARECEMOS NA SEGUNDA CÂMARA CRIMINAL. O RELATOR DESEMBARGADOR JOSÉ MUINOS PINEIRO FILHO ANTES DE DAR SEU VOTO   COMENTOU QUE   ESTEVE NO TERMINAL DE EMBARQUE E DESEMBARQUE DE PASSAGEIROS ONDE ACONTECEU  O ATROPELAMENTO E CONSTATOU QUE ALI NÃO HÁ LOCAL PRÓPRIO PARA QUE AS PESSOAS ACESSEM AO TERMINAL COM SEGURANÇA_ E QUE A DESORGANIZAÇÃO DOS ÔNIBUS NO TERMINAL É VISÍVEL E ASSUSTADORA_ INCLUSIVE SE COMPROMETEU A ENCAMINHAR OFICIO PEDINDO A EXTINÇÃO DAQUELE TERMINAL_ PARA QUE NÃO SE REPITA A TRAGÉDIA ACONTECIDA COM A ESTUDANTE DE 25 ANOS_ MICHELLE CHAFFIN CUBEIRO_ E OUTROS CASOS ANTERIORES. NO FINAL DE SEUS COMENTÁRIOS DEU O VOTO CONDENANDO O RÉU COM A PENA DE RECLUSÃO DE 2 ANOS E 8 MESES QUE PODERIAM SER CONVERTIDOS EM DOAÇÕES DE CESTAS BÁSICAS OU TRABALHO COMUNITÁRIO.  III-                APÓS O VOTO DO RELATOR FOI DADA A PALAVRA AO REVISOR DES. JOÃO ZIRALDO MAIA QUE VOTOU A FAVOR DA ABSOLVIÇÃO DO RÉU.  IV-               A SEGUIR FOI DADA A PALAVRA  A DES. KÁTIA MARIA AMARAL JANGUTTA QUE ADIOU SEU VOTO  POR ALEGAR  ESTAR COM DÚVIDAS. O ADVOGADO DE ACUSAÇÃO PERGUNTOU A DESEMBARGADORA SE SERIA MARCADA DATA PARA DAR SEU VOTO E ELA RESPONDEU QUE SERÁ EM PAUTA.  V-                 NA PRÓXIMA TERÇA-FEIRA_ DIA 08 DE OUTUBRO_ ÀS 13H ESTAREMOS PRESENTE NA SEGUNDA CÂMARA CRIMINAL NA EXPECTATIVA DE QUE A DESEMBARGADORA KÁTIA SE PRONUNCIE EM RELAÇÃO AO SEU VOTO. AINDA TEMOS ESPERANÇA DE QUE A JUSTIÇA SEJA FEITA.  VI-               VAMOS INICIAR UM MOVIMENTO PARA A EXTINÇÃO  DO TERMINAL DE EMBARQUE E DESEMBARQUE DE PASSAGEIROS LOCALIZADO NO LARGO DA MISERICÓRDIA  PARA QUE NÃO VENHA ACONTECER COM OUTRAS PESSOAS O QUE ACONTECEU COM NOSSA FILHA. PEDIMOS O APOIO DE TODOS NESSA LUTA.  VII-             TAMBÉM ESTAREMOS APOIANDO E PARTICIPANDO DO MOVIMENTO OCUPA CÂMARA RIO PELA SUSPENSÃO DA COMISSÃO PARLAMENTAR DE INQUÉRITO (CPI) DOS ÔNIBUS_ INSTALADA NA CÂMARA MUNICIPAL DO RIO DE JANEIRO PARA APURAR O ENVOLVIMENTO DOS EMPRESÁRIOS DE ÔNIBUS DO MUNICÍPIO COM O PODER PÚBLICO. E PEDIMOS AOS ORGANIZADORES DO MOVIMENTO QUE NOS PERMITAM ARMAR NOSSA BARRACA NA OCUPAÇÃO. POIS NÃO PODEMOS DEIXAR DE PARTICIPAR DESSA LUTA QUE É DE TODOS NÓS. 				2013-10-07T02:28:41+0000	1381112921	0	0	1	1	0	0	0	1	166283443520449_246347802180679	https://www.facebook.com/166283443520449/posts/246347802180679
link	post_user_166283443520449	PSB MUDOU DE IDEIA? Para vice do PSB_ partido de Marina é preconceituoso e (...) http://goo.gl/CE5Dpt		http://goo.gl/CE5Dpt	goo.gl	2013-10-07T02:26:39+0000	1381112799	1	1	0	0	0	0	0	1	166283443520449_558679630870641	https://www.facebook.com/166283443520449/posts/558679630870641
video	post_user_166283443520449	Gilmar Mendes e os poucos minutos de lucidez no lamentável “julgamento” do TSE sobre o Rede Sustentabilidade. Pena que ele não foi o primeiro a votar_ quem sabe a sequência não teria sido outra...	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQARZ5aDqnkMaEGg&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FpWEYmmxJHL4%2Fmaxresdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=pWEYmmxJHL4	youtube.com	2013-10-07T02:15:20+0000	1381112120	2	2	1	1	0	0	0	3	166283443520449_531734976912130	https://www.facebook.com/166283443520449/posts/531734976912130
status	post_user_166283443520449	Em princípio_ acho que Maria Silva errou_ mas vou me dar mais tempo para tentar entender e assimilar esse lance. O que mais me preocupa não é isso_ mas o fato de existir muito marineiros no Rede Sustentabilidade_ ou seja_ pessoas acríticas_ que seguem a Marina seja lá para que lado ela for_ seja lá o que ela falar. Seguem de forma automática_ como se a Marina fosse uma líder messiânica_ perfeita e incapaz de cometer grandes erros. Não pensam_ não discordam_ não são capazes de se engajarem na construção de um partido forte_ cuja base seja pessoas pensantes e não seguidores incondicionais da Marina. Por exemplo_ achei uma besteira muita grande ela falar em combater _chavismo do PT_. Isso é discurso de direita. Se ela tomou a decisão de ir para o PSB pela pressão dos políticos profissionais que a cercam e dos empresários que a apoiam_ e isso for uma regra geral dentro da Rede Sustentabilidade_ com nós todos ficando só na platéia quando for a hora de tomar decisões_ o partido já nasce condenado a ser igual aos outros_ apesar dos discursos cheio de boas intenções. Mas_ vou aguardar para ver o rumo que as coisas vão tomar. De repente_ tem massa crítica dentro do partido para dar continuidade ao projeto_ e de uma forma não umbilicalmente ligada a uma única pessoa. Partido em rede não pode condicionar sua existência a um líder. E por favor_ não aceitem ser chamados de _marineiros_. Isso não condiz com o que queremos. Ou será que a maioria se sente confortável sendo chamado de marineiro? Eu prefiro ser chamado de _rede_. Pelo menos enquanto estou vendo que rumo vão tomar as coisas e ainda estou dentro da Rede Sustentabilidade.				2013-10-07T01:05:32+0000	1381107932	2	2	1	1	0	0	0	3	166283443520449_246335425515250	https://www.facebook.com/166283443520449/posts/246335425515250
photo	post_user_166283443520449	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-ash4/t1/1379210_682735211756365_216151677_s.jpg	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1	facebook.com	2013-10-07T00:31:25+0000	1381105885	2	2	0	0	0	0	0	2	166283443520449_752829688065471	https://www.facebook.com/166283443520449/posts/752829688065471
link	post_user_166283443520449	MARINA ESTÁ VIVA POLITICAMENTE_ ENTÃO VIVA MARINA SILVA - MARINA SILVA ESTÁ VIVA - http://observatoriodoagreste.blogspot.com.br/2013/10/marina-esta-viva-entao-viva-marina-silva.html	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCfoUZkpN68mIze&w=154&h=154&url=http%3A%2F%2F4.bp.blogspot.com%2F-ltZt_2fxY9E%2FTZjushw7dZI%2FAAAAAAAAAJw%2FDhescyYVH8U%2Fs220%2F1%2525C2%2525BA%2BCONJURCH%2B-%2B17-11-2010%2B%25252869%252529.JPG	http://observatoriodoagreste.blogspot.com.br/2013/10/marina-esta-viva-entao-viva-marina-silva.html	observatoriodoagreste.blogspot.com.br	2013-10-07T00:27:38+0000	1381105658	1	1	1	1	0	0	0	2	166283443520449_669106163101106	https://www.facebook.com/166283443520449/posts/669106163101106
status	post_user_166283443520449	Essa Marina é bizonha. Cria um partido que _não é partido__ que _não é de esquerda_ nem de direita nem de centro_. Além disso_ mistura o discurso do ambientalismo com um evangelismo à la Tea Party_ tudo isso temperado com um ar _intelectual_ para atingir os riquinhos que andam de bike com googlass pela cidade.				2013-10-06T23:57:39+0000	1381103859	2	2	0	0	0	0	0	2	166283443520449_246322155516577	https://www.facebook.com/166283443520449/posts/246322155516577
link	post_user_166283443520449	MARINA foi traída pelo STE   Onde os juízes estão acomunados com o DESgoverno do PT  Visite...	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-frc1/t1/c12.12.155.155/1004472_225501104264909_843104849_a.jpg	https://www.facebook.com/BrasilEPovo	facebook.com	2013-10-06T22:09:11+0000	1381097351	1	1	2	2	0	0	1	4	166283443520449_1424822371070775	https://www.facebook.com/166283443520449/posts/1424822371070775
link	post_user_166283443520449	Marina Silva ? Rede Sustentabilidade ??? Aí aí aí...	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCp2jH_OkdKjgpg&w=154&h=154&url=http%3A%2F%2Fwww.pop.com.br%2Farquivos%2Fm%2Fmar%2Fmarinasilva130511%2F242858_marinaINTjpg.jpg	http://opensadordaaldeia.blogspot.com.br/2013/10/aldo-rebelo-denuncia-marido-de-marina.html?spref=fb	opensadordaaldeia.blogspot.com.br	2013-10-06T21:12:31+0000	1381093951	3	3	0	0	0	0	0	3	166283443520449_246294162186043	
link	post_user_166283443520449	http://altamiroborges.blogspot.com.br/2013/10/marina-se-rende-velha-politica.html?spref=fb	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDCPLdWjI5ili-A&w=154&h=154&url=http%3A%2F%2F2.bp.blogspot.com%2F-XXBTQAtlU7w%2FT1EPemLcvII%2FAAAAAAAAGBY%2Fn8NN4NK9OWY%2Fs1600%2FFotointernecabt2.jpg	http://altamiroborges.blogspot.com.br/2013/10/marina-se-rende-velha-politica.html?spref=fb	altamiroborges.blogspot.com.br	2013-10-06T16:26:35+0000	1381076795	1	1	0	0	0	0	0	1	166283443520449_352802944854782	https://www.facebook.com/166283443520449/posts/352802944854782
status	post_user_166283443520449	O que levo em consideração quando penso em Marina Silva:   1) Ela dá entrevista para a Folha de São Paulo endossando os fundamentos do pensamento neoliberal.  2) _Sustentabilidade_ é uma palavra que usa sistematicamente_ mas ainda não explicou o que entende pelo conceito. Dado 1. nem precisa explicar porque todo mundo já entendeu.  3) Considera o governo do PT algo que precisa ser combatido_ por ser chavista. Nota: O Capriles_ o maior especialista do mundo em combate do chavismo_ já propôs combater o chavismo com o lulismo.  4) Aliada dos bancos_ da burguesia folclórica_ da classe média violenta_ da globonews. Assumiu o discurso da nova política quando_ na verdade_ estava assumindo só o discurso da direita.  5) Ela_ com os seus supostos vinte por cento_ não conseguiu fundar um partido no prazo. Foi ministra do meio ambiente e não conseguiu fazer nada pela causa ambiental. Não é o exemplo de boa administradora_ mas seus aliados consideram o governo petista incompetente. Os resultados falam por si.   6) Recorreu a Justiça para mudar as regras diante da incompetência e perdeu. Agora se junta um oportunista (de um partido socialista (sic))_ para empreender uma vingança pessoal. O seu partido não é clandestino_ o seu partido não é representativo.  7) Considera quem milita contra como: _uma rede de difamação_. Não querida_ é só liberdade de expressão. Aqueles que acreditam em Darwin costumam defender isso também. Voto em Dilma Rousseff por convicção. 				2013-10-06T16:26:06+0000	1381076766	3	3	2	2	0	0	3	8	166283443520449_246239668858159	https://www.facebook.com/166283443520449/posts/246239668858159
status	post_user_166283443520449	_MARINA PRESIDENTE_ e _EDUARDO CAMPOS_ VICE_ ESTA É A CHAPA QUE QUEREMOS.				2013-10-06T13:42:51+0000	1381066971	1	1	2	2	0	0	0	3	166283443520449_246192735529519	https://www.facebook.com/166283443520449/posts/246192735529519
status	post_user_166283443520449	O que poucos sabem é que o acordo entre REDE e PSB é: acompanhar as pesquisas e ver quem estará melhor colocado no momento da formação da chapa_ aquele que tiver maior intenção de votos consistentemente entre Marina e Eduardo Campos será o candidato a presidente e o outro vice. Vamos apoiar marina pra que ela seja cabeça de chapa. _MARINA PRESIDENTE_ Não se abatam_ vamos em frente.				2013-10-06T13:40:31+0000	1381066831	1	1	2	2	0	0	0	3	166283443520449_246192092196250	https://www.facebook.com/166283443520449/posts/246192092196250
status	post_user_166283443520449	Marina se aliou à Campos que se Aliou a Jorge Bornhausen_ Heráclito Fortes_ Jarbas Vasconcelos e Geddel Vieira Lima_ quero ver o discurso de nova política da Marina agora_ se aliando ao que há de mais velho e conservador da política brasileira! 				2013-10-06T13:35:09+0000	1381066509	2	2	0	0	0	0	0	2	166283443520449_246190795529713	https://www.facebook.com/166283443520449/posts/246190795529713
